given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited
Julie,Jones,F,1995-01-21,South Georgia and the South Sandwich Islands,United Kingdom,(07700)900784,M7 3TU,ZZ 18 20 11 T,109838254,0,42.3,1.88,A+,7.0,190.4,secondary,47
John,Anderson,M,2003-06-18,Dominica,United Kingdom,07700 900562,N6H 5AA,ZZ 001831 T,032287668,0,54.0,1.62,O+,8.0,446.6,secondary,33
Anne,Martin,F,1961-09-07,Slovakia (Slovak Republic),United Kingdom,07700 900812,S8 5BW,ZZ 738887 T,062309066,0,86.6,1.96,O+,1.7,477.3,phD,16
Frederick,Adams,M,1987-06-11,Gibraltar,United Kingdom,(07700) 900 921,BT7N 6JJ,ZZ609609T,029266278,0,98.5,1.48,O+,0.1,17.7,masters,41
Kenneth,Watson,M,2001-10-02,Mozambique,United Kingdom,07700 900269,CM1 7WE,ZZ 62 23 67 T,129329963,0,85.7,1.91,A+,7.8,100.4,secondary,37
Donna,Davies,F,1998-12-19,Brunei Darussalam,United Kingdom,+447700 900938,L18 0RU,ZZ324618T,114671105,0,78.5,1.43,A+,2.2,40.9,secondary,43
Hannah,Armstrong,F,1993-09-16,Sierra Leone,United Kingdom,(07700)900069,L8W 0AZ,ZZ 06 96 93 T,040215363,0,66.5,1.68,O-,9.4,108.2,secondary,5
Sean,Hill,M,2003-09-14,Suriname,United Kingdom,07700 900001,BA6V 9NY,ZZ932853T,012335446,0,51.1,1.95,O+,7.4,241.9,phD,47
Rosie,Wright,F,1993-03-30,Iceland,United Kingdom,07700 900 159,S92 4LG,ZZ435984T,101703727,0,91.2,1.61,A+,7.4,404.4,other,25
Bruce,Curtis,M,1981-03-13,Moldova,United Kingdom,+44(0)7700900720,YO79 8GL,ZZ 58 57 13 T,114943781,0,61.9,1.75,B+,1.6,185.8,other,24
Karen,Thomas,F,1974-01-17,Iceland,United Kingdom,+447700 900 310,PH2B 7XU,ZZ 14 24 81 T,014123737,0,60.0,1.44,A+,5.0,292.2,secondary,19
Mary,Newman,F,1998-01-17,Guatemala,United Kingdom,07700 900 573,TN38 2WH,ZZ 00 83 03 T,084739355,0,96.5,1.42,O+,0.6,145.5,other,39
Denise,Cooper,F,1986-05-15,American Samoa,United Kingdom,07700 900 836,AB9W 8BG,ZZ291698T,078621738,0,38.2,1.56,B+,4.2,229.1,primary,32
Martin,Parker,M,1996-06-15,Holy See (Vatican City State),United Kingdom,+44(0)7700900716,S0 8DS,ZZ 004166 T,079601265,0,96.0,1.52,A+,7.6,174.3,bachelor,2
Samuel,Edwards,M,1998-03-28,Kuwait,United Kingdom,07700 900 695,B6E 2JL,ZZ 090005 T,010667666,0,48.6,1.52,AB+,3.0,419.6,secondary,43
Leah,Roberts,F,1978-01-26,Romania,United Kingdom,(07700) 900244,L4J 7LE,ZZ 33 01 50 T,074474303,0,42.3,1.42,A+,2.2,392.8,bachelor,14
Gerard,Lucas,M,1992-03-01,Afghanistan,United Kingdom,+44(0)7700 900 627,N6S 0WB,ZZ603205T,059843328,0,39.7,1.74,A+,9.9,220.8,other,9
Nicole,Rogers,F,1979-09-10,Serbia,United Kingdom,07700 900 882,W2 2RW,ZZ996225T,071321022,0,38.8,1.89,O+,2.5,123.4,secondary,47
Anna,Burton,F,1977-06-15,Samoa,United Kingdom,+44(0)7700900677,DT1A 7GR,ZZ375693T,108066962,0,91.4,1.48,O+,9.9,47.8,secondary,39
Maureen,Parry,F,1963-03-26,Hong Kong,United Kingdom,+447700900006,E16 8HX,ZZ 35 77 67 T,064950316,0,61.3,1.85,O+,8.8,51.1,secondary,31
Angela,Palmer,F,1987-11-11,Cocos (Keeling) Islands,United Kingdom,07700 900 124,N0T 3NB,ZZ554217T,101324177,0,65.8,1.76,A+,6.9,7.7,bachelor,26
Sheila,Hutchinson,F,1991-01-06,Nepal,United Kingdom,07700 900 421,CF5M 6LR,ZZ 69 30 31 T,025933835,0,59.9,1.91,B-,8.1,253.7,bachelor,44
Ronald,Dale,M,1961-02-19,Norfolk Island,United Kingdom,+44(0)7700 900830,TF60 6GE,ZZ 635674 T,128987364,0,46.6,1.85,O+,3.3,479.3,masters,16
Jacob,Edwards,M,1971-05-20,Anguilla,United Kingdom,(07700) 900030,NP0Y 0AE,ZZ 724236 T,098144949,0,56.6,1.5,O-,8.9,437.4,secondary,40
Billy,Mason,M,1956-06-01,Mozambique,United Kingdom,+44(0)7700 900 816,SG87 9BA,ZZ 62 69 74 T,090620827,0,93.9,1.72,B+,5.3,119.1,secondary,21
Kimberley,Andrews,F,1975-08-17,Maldives,United Kingdom,(07700) 900517,W7E 5LB,ZZ574843T,082148919,0,89.7,1.67,A+,5.2,19.7,secondary,12
Katie,Jones,F,1970-07-14,Jersey,United Kingdom,(07700) 900495,CA15 7NT,ZZ838823T,060301804,0,65.9,1.63,O+,5.6,237.5,bachelor,13
Joan,Pritchard,F,1988-09-09,Kazakhstan,United Kingdom,+44(0)7700 900 623,M41 2NN,ZZ 612671 T,082871901,0,42.1,1.87,A-,2.8,0.3,primary,14
Glen,Evans,M,1989-01-22,Mali,United Kingdom,(07700)900884,G5J 3YW,ZZ 423477 T,088158301,0,58.9,1.88,O+,3.5,78.7,primary,20
Jay,Chapman,M,1993-05-08,Bouvet Island (Bouvetoya),United Kingdom,07700 900 849,WS8R 9BZ,ZZ 79 26 59 T,025450473,0,87.2,1.46,A+,2.3,256.9,bachelor,45
Marc,Smith,M,1997-04-16,Belize,United Kingdom,(07700) 900950,BT3 3JJ,ZZ460605T,096929027,0,68.1,1.58,AB+,0.4,95.4,masters,21
Judith,Robson,F,1957-03-22,Bolivia,United Kingdom,+447700900818,L2 9JF,ZZ 663295 T,054978117,0,78.3,1.76,O+,0.6,48.9,bachelor,20
Stacey,Taylor,F,1979-09-24,Cayman Islands,United Kingdom,07700900623,LD1 5RN,ZZ 246018 T,018717097,0,95.2,1.51,O+,0.3,367.6,primary,34
Shane,Mellor,M,1960-08-10,Burkina Faso,United Kingdom,(07700) 900628,SW4P 2GP,ZZ 57 74 81 T,022110619,0,52.9,1.41,O+,4.5,362.1,secondary,27
Lee,O'Neill,M,1976-12-16,Cote d'Ivoire,United Kingdom,+44(0)7700 900 555,DG3 4YX,ZZ908782T,115584563,0,86.0,1.54,A+,1.4,70.7,masters,30
Carol,Page,F,1998-11-14,Grenada,United Kingdom,+447700900826,CB14 8YN,ZZ 850332 T,040514750,0,75.7,1.94,O+,8.7,109.0,other,6
Heather,Harrison,F,2001-09-14,Romania,United Kingdom,07700900522,L3B 2SF,ZZ 78 39 28 T,072387832,0,42.6,1.74,A+,2.2,219.6,other,32
Vincent,Gray,M,1977-12-03,United States Minor Outlying Islands,United Kingdom,+44(0)7700 900322,L1E 7QL,ZZ 101311 T,059975539,1,53.1,1.83,A+,7.7,322.0,bachelor,24
Simon,Matthews,M,1967-08-14,Niger,United Kingdom,(07700) 900 730,L90 8NG,ZZ287389T,045058842,0,91.8,1.42,O+,8.8,308.4,secondary,19
Louise,Allan,F,1978-09-19,Finland,United Kingdom,07700 900149,E9F 0TB,ZZ048425T,040661344,0,35.5,1.46,A+,3.9,182.2,masters,13
Henry,Warren,M,1971-06-10,Slovakia (Slovak Republic),United Kingdom,07700 900982,G7S 9BS,ZZ 00 35 25 T,099363237,0,86.6,1.52,A-,1.6,45.0,bachelor,17
Denise,Jones,F,1997-01-22,Western Sahara,United Kingdom,07700 900 703,S6B 8LB,ZZ 62 08 97 T,067527607,0,74.4,1.96,A+,9.0,25.7,primary,7
Joanne,Khan,F,1993-05-14,Western Sahara,United Kingdom,(07700)900293,BS50 6ZT,ZZ 736932 T,015124010,0,45.5,1.49,O+,9.6,91.4,secondary,8
Amanda,Robinson,F,1998-11-26,Antarctica (the territory South of 60 deg S),United Kingdom,+447700 900398,JE7 8JR,ZZ 50 67 80 T,098512377,0,50.5,1.68,O-,7.1,264.1,bachelor,37
Paula,Marshall,F,1997-01-23,Nauru,United Kingdom,+447700 900 102,SA2V 3WY,ZZ 87 17 74 T,040741222,0,53.3,1.52,O-,0.6,168.5,bachelor,31
Nicholas,Edwards,M,1988-05-26,Lao People's Democratic Republic,United Kingdom,(07700) 900409,S3A 8FR,ZZ 39 11 15 T,027864216,0,44.1,1.82,B+,3.4,187.4,secondary,35
Fiona,Byrne,F,1990-07-04,Andorra,United Kingdom,07700 900 338,BD5 3EG,ZZ 73 41 11 T,012836398,0,45.2,1.44,A+,7.8,425.5,secondary,49
Victoria,Harvey,F,1992-04-20,Gabon,United Kingdom,+447700 900 213,HU8X 6XR,ZZ 12 60 27 T,081521537,0,58.9,1.97,O+,3.5,444.4,primary,29
Bethan,King,F,1975-04-27,Saint Barthelemy,United Kingdom,(07700) 900131,PO8 7QJ,ZZ 026395 T,035797032,0,91.1,1.57,A-,4.8,408.5,bachelor,29
Clive,Rees,M,1961-09-07,Italy,United Kingdom,+44(0)7700900053,TD5Y 0TW,ZZ784509T,018344554,0,66.1,1.55,A+,4.4,421.8,other,42
Rosie,Gardiner,F,1960-07-07,Thailand,United Kingdom,(07700) 900 053,OX0N 6PU,ZZ 12 18 42 T,093621742,0,56.8,1.68,O-,3.5,86.5,secondary,33
Damian,Clarke,M,1983-10-04,Argentina,United Kingdom,07700 900703,W73 8YH,ZZ 634852 T,016234815,0,54.7,1.94,O+,2.2,301.7,bachelor,27
Donna,Watson,F,1994-02-19,Belgium,United Kingdom,(07700) 900077,EN9W 6GB,ZZ 396340 T,120552946,0,47.4,1.98,B+,0.8,154.1,primary,30
Chloe,Gardiner,F,1974-05-14,Eritrea,United Kingdom,+447700 900566,DD8 0ZD,ZZ 53 78 71 T,029935185,0,74.7,1.6,A+,5.1,449.9,primary,29
Joseph,White,M,1961-04-26,Kuwait,United Kingdom,(07700)900003,SY28 1TT,ZZ 13 79 49 T,069971963,0,89.6,1.67,A+,3.8,75.3,secondary,20
Diana,Clark,F,1962-08-14,Botswana,United Kingdom,+44(0)7700 900 805,OX20 0TZ,ZZ651644T,089597851,0,94.5,1.81,O+,6.9,0.8,masters,46
Neil,Baxter,M,1979-11-24,Switzerland,United Kingdom,(07700) 900153,W88 9LH,ZZ 150743 T,113885471,0,79.0,1.52,O+,6.3,112.5,other,12
Alison,Jones,F,1985-03-09,Marshall Islands,United Kingdom,(07700)900428,M42 8LD,ZZ953130T,029057539,0,82.0,1.46,O-,2.0,110.2,bachelor,19
Gregory,Wood,M,1981-03-22,Reunion,United Kingdom,+447700 900 072,TA7W 6QS,ZZ 25 60 30 T,040223193,0,50.3,1.86,O-,2.3,386.7,primary,4
Owen,Hayward,M,1993-05-21,Liberia,United Kingdom,(07700) 900 399,L1 1TB,ZZ 152449 T,078161515,0,45.8,1.78,O+,7.8,168.2,phD,42
Georgia,Howe,F,1987-06-20,Jersey,United Kingdom,(07700) 900249,W8 3DE,ZZ957768T,033769499,0,38.8,1.49,A+,5.3,338.3,bachelor,44
Joanna,O'Brien,F,1981-10-16,Turkey,United Kingdom,(07700) 900 029,FY3P 2BP,ZZ 68 35 54 T,034109294,0,44.1,1.5,O-,3.5,108.5,other,49
Elizabeth,Gray,F,1980-12-31,Greece,United Kingdom,(07700)900170,W58 6GU,ZZ565281T,055313137,0,79.7,1.41,A+,3.7,416.1,secondary,5
John,King,M,1957-05-11,Mauritius,United Kingdom,(07700) 900861,TA7X 1SA,ZZ772143T,126781083,0,38.6,1.64,A+,7.3,31.6,secondary,18
Marion,Jenkins,F,1976-08-14,Mauritius,United Kingdom,+44(0)7700900394,E6C 0EU,ZZ 84 40 48 T,122452002,0,44.3,1.89,O+,0.3,383.4,secondary,40
Jonathan,Parsons,M,1957-03-20,Samoa,United Kingdom,+447700 900 594,EN00 2UN,ZZ 992547 T,019141455,0,47.9,1.52,A+,5.2,358.3,bachelor,41
Oliver,Watson,M,2000-02-26,Brazil,United Kingdom,+447700 900568,M2H 8EG,ZZ 289053 T,056588233,0,42.1,1.51,O+,2.5,82.3,phD,5
Amanda,Smith,F,1994-10-30,Samoa,United Kingdom,+44(0)7700 900 313,HX7V 3GL,ZZ 546925 T,065186011,0,91.4,1.78,A+,8.0,26.9,bachelor,23
Sylvia,Davies,F,1982-07-11,Tokelau,United Kingdom,+44(0)7700900780,S9 3HR,ZZ 08 52 85 T,049039016,0,60.1,1.69,A+,4.1,455.2,secondary,14
Brenda,Page,F,1960-04-19,Italy,United Kingdom,+44(0)7700 900171,LU9 9TP,ZZ 769283 T,093219183,0,54.1,1.87,O+,0.2,284.9,secondary,49
Brenda,Payne,F,2002-07-14,Poland,United Kingdom,+44(0)7700 900806,ST7 8NU,ZZ 26 55 08 T,073472649,0,60.1,1.69,A+,7.0,420.7,primary,8
Graham,Hunt,M,1994-04-23,Taiwan,United Kingdom,(07700) 900837,LL0B 1GU,ZZ093510T,083021297,1,61.3,1.5,A+,9.0,405.1,bachelor,28
Tracey,Clarke,F,2001-04-05,French Polynesia,United Kingdom,+44(0)7700 900 512,OX3 4YN,ZZ 02 41 28 T,095495675,0,76.6,1.84,O+,1.7,493.0,masters,26
Alison,Henderson,F,1956-01-02,South Georgia and the South Sandwich Islands,United Kingdom,+44(0)7700900392,N3J 2PH,ZZ997737T,061181625,0,64.8,1.84,O+,4.6,93.9,bachelor,29
Melissa,Clark,F,1972-10-15,Korea,United Kingdom,+44(0)7700 900639,BN32 5GE,ZZ 515259 T,058374607,0,85.5,1.72,B+,8.1,98.4,secondary,33
Louis,Fleming,M,1980-07-12,Lebanon,United Kingdom,+447700900266,TQ01 1NA,ZZ189806T,092236484,0,51.6,1.69,O+,8.1,395.3,phD,4
Leanne,Ali,F,1983-11-10,Uganda,United Kingdom,+44(0)7700900728,MK5 5XW,ZZ533016T,019847775,0,47.5,1.98,O+,9.3,261.6,bachelor,27
Hollie,Green,F,1966-01-31,Taiwan,United Kingdom,(07700) 900953,G86 4ES,ZZ617404T,101684516,1,83.0,1.74,A-,1.6,57.9,secondary,35
Albert,Holland,M,1971-11-13,Solomon Islands,United Kingdom,(07700)900785,W61 5YF,ZZ603602T,116338077,0,40.1,1.91,A+,2.0,195.4,bachelor,30
Stacey,Butler,F,1969-07-09,Yemen,United Kingdom,+447700 900074,SW7W 5JF,ZZ089296T,129592143,0,71.5,1.83,O+,7.7,286.2,masters,45
Stephanie,Wright,F,1989-12-22,Zambia,United Kingdom,(07700) 900 294,W9 2QE,ZZ988015T,072452916,0,53.2,1.78,O+,0.2,373.6,secondary,5
Jeremy,Williams,M,1983-12-02,Syrian Arab Republic,United Kingdom,07700900404,S9 2XL,ZZ 500569 T,010397282,0,69.0,1.91,A+,8.3,325.5,secondary,37
Jasmine,Fowler,F,1980-05-15,United States of America,United Kingdom,+447700900373,E50 7NL,ZZ 694432 T,125477372,0,52.3,1.78,A-,7.7,268.0,phD,7
Marie,May,F,1969-07-14,Ireland,United Kingdom,(07700) 900345,M7 1TG,ZZ 737026 T,102855881,0,68.8,1.57,A+,1.9,186.7,secondary,11
Hollie,Carter,F,1968-11-23,Morocco,United Kingdom,+447700900639,M80 0ER,ZZ514029T,119542161,0,79.1,1.62,O+,5.0,306.3,bachelor,34
Sian,Howell,F,1976-03-27,Liechtenstein,United Kingdom,07700 900 867,L51 0BH,ZZ151525T,023078129,0,41.1,1.6,B+,2.2,386.6,bachelor,46
Deborah,Wilson,F,1960-04-02,Chile,United Kingdom,(07700) 900 525,L4W 2BZ,ZZ 18 94 84 T,039166656,0,78.2,1.65,A+,6.0,151.1,secondary,30
Jemma,Hartley,F,1992-02-06,Netherlands Antilles,United Kingdom,07700900595,M4J 3XG,ZZ 36 61 82 T,025705144,0,57.7,1.87,A+,5.1,173.3,secondary,12
Andrea,Allen,F,1985-06-07,Palau,United Kingdom,07700 900403,W9T 9JE,ZZ 827383 T,112877082,0,95.6,1.65,O+,4.7,237.0,phD,24
Jane,Ali,F,1957-08-29,Andorra,United Kingdom,07700 900 056,PE9 5XY,ZZ634032T,034733929,0,40.6,1.44,AB+,4.0,293.7,secondary,10
Joshua,Foster,M,1973-05-30,Switzerland,United Kingdom,07700 900 127,PH2E 0JW,ZZ 195625 T,078004096,0,74.3,1.73,A+,0.4,162.0,secondary,38
Claire,Savage,F,1994-08-07,Falkland Islands (Malvinas),United Kingdom,07700 900 978,M8 0ES,ZZ 38 53 19 T,094391181,0,49.8,1.78,O+,5.6,56.0,secondary,4
Nicole,Abbott,F,1981-04-03,Guernsey,United Kingdom,07700 900 614,TQ24 0NW,ZZ 725522 T,052507166,0,94.8,1.45,O-,9.2,498.9,masters,15
Marc,Francis,M,1990-04-12,Mexico,United Kingdom,07700900080,SY82 5UD,ZZ 071394 T,040722526,0,79.2,1.8,A+,5.2,150.7,bachelor,39
Katherine,Reed,F,1966-06-26,Zimbabwe,United Kingdom,(07700) 900318,B58 5WX,ZZ809694T,027775525,0,69.1,1.86,A+,2.2,242.5,secondary,3
Suzanne,O'Neill,F,1975-08-08,Namibia,United Kingdom,07700900719,HS00 1YD,ZZ 74 54 35 T,051154604,0,72.5,1.95,A+,1.1,103.3,secondary,43
Hollie,Johnson,F,1974-07-06,Isle of Man,United Kingdom,+44(0)7700 900246,N0F 4LA,ZZ 55 16 73 T,110648983,1,53.5,1.44,A+,9.9,371.5,other,31
Jeremy,Barrett,M,1972-07-07,Montserrat,United Kingdom,+447700900819,E1 2RX,ZZ 32 78 69 T,013282080,1,49.9,1.64,A+,6.4,209.0,other,48
Gerard,Cook,M,1956-11-06,Somalia,United Kingdom,07700900195,G11 7AW,ZZ 498628 T,125568867,0,86.9,1.83,A-,6.8,405.3,masters,41
Francis,Jackson,M,1985-09-15,Barbados,United Kingdom,+44(0)7700 900 476,S2 8JA,ZZ 911803 T,015136781,0,70.3,1.55,O+,0.4,212.7,masters,6
Jenna,O'Brien,F,1968-11-03,Pitcairn Islands,United Kingdom,07700 900 121,L1G 1YR,ZZ 48 73 67 T,114839086,0,43.3,1.58,A+,6.3,166.5,other,7
Shirley,Scott,F,1992-01-02,Mozambique,United Kingdom,+447700 900364,G4S 9PY,ZZ607197T,044949583,0,42.7,1.91,A+,6.5,122.6,secondary,30
Holly,Armstrong,F,1972-06-01,Chad,United Kingdom,+447700 900 755,L6U 7LG,ZZ729115T,084057367,0,60.2,1.52,A+,1.3,274.0,bachelor,32
Arthur,Simpson,M,1977-01-30,United States Virgin Islands,United Kingdom,+447700 900 137,BD39 4YL,ZZ 882140 T,025231485,0,37.7,1.42,A+,4.9,346.5,masters,21
Jayne,Kennedy,F,1984-03-07,Taiwan,United Kingdom,+447700900574,M3H 6AP,ZZ 747141 T,127031295,0,76.1,1.48,A+,5.3,407.0,secondary,48
Lucy,Parker,F,1990-01-29,Ethiopia,United Kingdom,+44(0)7700 900 029,W3 9RR,ZZ 279318 T,077635424,0,71.5,1.63,O-,0.5,114.5,secondary,41
Allan,Barnes,M,1979-07-26,Rwanda,United Kingdom,(07700) 900686,WV9W 0YH,ZZ 83 52 38 T,089940893,0,71.5,1.9,AB-,1.5,75.2,bachelor,4
Lauren,Davies,F,1988-10-05,Cape Verde,United Kingdom,07700 900 367,LE0 2BG,ZZ 24 61 51 T,073250036,0,60.9,1.74,A+,3.0,102.5,bachelor,39
Valerie,Chadwick,F,1978-07-13,Iraq,United Kingdom,+44(0)7700 900 144,G9 3BD,ZZ 855228 T,067642595,0,80.2,1.49,O+,4.5,237.9,secondary,32
Diane,Bibi,F,1970-08-07,Spain,United Kingdom,+447700900983,TS8 1JR,ZZ589610T,129076944,0,77.4,1.57,A+,2.0,257.3,secondary,32
Brian,Hicks,M,1981-03-09,Gibraltar,United Kingdom,+447700 900304,DD8 7XQ,ZZ 65 63 43 T,103466211,0,39.6,1.93,A-,2.1,250.4,other,35
Karl,Rowley,M,1980-08-12,Belgium,United Kingdom,+44(0)7700 900 494,CT0E 5GE,ZZ 972746 T,104635038,0,78.0,1.45,A-,4.8,380.3,secondary,40
Jane,Pritchard,F,1967-08-08,Niger,United Kingdom,+447700 900 682,W3 1RZ,ZZ 74 49 38 T,092597039,0,47.4,1.79,B+,0.3,179.8,bachelor,50
Leonard,Robertson,M,1985-04-28,Hungary,United Kingdom,(07700) 900678,LU9R 7PR,ZZ731495T,043718993,0,58.7,1.73,O+,3.6,114.2,primary,11
Neil,Webb,M,1980-03-04,Burkina Faso,United Kingdom,+447700 900 392,MK4 4JW,ZZ 80 96 73 T,069002625,0,56.0,1.45,A-,1.7,290.7,secondary,33
Kate,Cox,F,1960-11-27,Switzerland,United Kingdom,+44(0)7700 900 905,N53 0PZ,ZZ 854323 T,085674435,0,59.9,1.99,A+,4.6,234.5,masters,16
Paula,Dunn,F,1991-02-27,Maldives,United Kingdom,(07700)900852,BL2 6TR,ZZ488736T,042361150,0,66.9,1.59,O+,4.0,34.9,bachelor,3
Sam,Barker,M,1968-05-06,Ghana,United Kingdom,(07700)900950,B31 5UH,ZZ 70 91 19 T,109001065,0,83.2,1.59,A+,8.3,4.9,phD,7
Barry,Barry,M,1996-05-20,Bolivia,United Kingdom,(07700)900288,B89 8ZL,ZZ 632458 T,044415952,0,44.6,1.88,O+,1.7,56.3,bachelor,36
Kathryn,Hancock,F,1975-09-21,Poland,United Kingdom,+44(0)7700 900665,B7A 3SF,ZZ 364375 T,064449267,0,84.8,1.83,O+,2.1,35.1,other,25
Catherine,Harris,F,1964-12-22,Turks and Caicos Islands,United Kingdom,+447700 900 505,RM12 9FH,ZZ002009T,101695411,0,67.8,1.7,A+,3.5,445.7,bachelor,37
Teresa,Smith,F,1970-08-11,Saint Martin,United Kingdom,+447700900343,SS1 3WA,ZZ 313922 T,063183650,0,86.3,1.46,O+,5.3,215.6,secondary,23
Ann,King,F,1977-08-08,Northern Mariana Islands,United Kingdom,+44(0)7700900335,SP6H 0JJ,ZZ 556029 T,075100074,0,63.6,1.98,O+,0.4,375.4,bachelor,4
Abigail,Cooper,F,2003-05-07,Moldova,United Kingdom,07700900998,W93 8SQ,ZZ 487858 T,077410092,0,50.5,1.67,O+,2.5,457.0,secondary,6
Maria,Howard,F,1980-01-21,Greenland,United Kingdom,07700 900474,N53 4FX,ZZ811749T,068654469,0,78.6,1.43,A+,7.0,172.2,secondary,41
Annette,Cook,F,1963-07-03,Dominican Republic,United Kingdom,(07700) 900 620,B9E 7JR,ZZ 46 93 68 T,020739937,0,75.8,1.97,A+,1.5,229.9,secondary,16
Hannah,Hobbs,F,1967-08-24,Falkland Islands (Malvinas),United Kingdom,07700 900914,S9 6QB,ZZ 02 89 32 T,077814449,0,36.7,1.96,A+,0.4,229.3,phD,17
Nicole,Smith,F,1985-01-06,South Georgia and the South Sandwich Islands,United Kingdom,07700900081,L2 0SH,ZZ 297078 T,048471918,0,53.2,1.66,O-,1.2,30.9,secondary,13
Denis,Turner,M,1985-12-23,Cote d'Ivoire,United Kingdom,+44(0)7700 900671,M7G 4NQ,ZZ331917T,043841297,0,81.6,1.5,B+,1.2,182.8,secondary,46
Christine,Smith,F,1980-01-03,Isle of Man,United Kingdom,+44(0)7700 900040,BN1M 0JD,ZZ 64 75 34 T,071372110,0,66.8,1.5,A-,5.9,270.6,phD,30
Simon,Fox,M,1980-06-10,Guinea,United Kingdom,(07700)900371,G13 4TU,ZZ584641T,048734765,1,46.3,1.69,O+,7.1,267.7,bachelor,23
Stewart,Brooks,M,1986-01-02,Kazakhstan,United Kingdom,+447700 900 257,EN93 2BS,ZZ936333T,086994004,0,82.9,1.96,O+,9.6,57.9,other,12
Neil,Stevens,M,1962-10-25,Ethiopia,United Kingdom,+44(0)7700 900 248,CR9 9PP,ZZ 57 94 99 T,064488150,0,78.8,1.98,O+,3.9,300.1,bachelor,39
Francesca,Parker,F,1998-03-25,Chad,United Kingdom,(07700) 900880,M6A 0EJ,ZZ133246T,109486253,0,79.3,1.54,A+,0.7,408.1,secondary,16
Diane,Ward,F,1965-08-13,Gabon,United Kingdom,+447700 900719,L6 2DW,ZZ 79 93 38 T,058925849,0,49.2,2.0,O+,0.7,115.1,bachelor,12
Tracey,Butcher,F,1987-11-07,Niger,United Kingdom,07700 900 267,SY6 9QG,ZZ672484T,067825419,0,78.7,1.72,AB+,1.3,265.4,secondary,31
Nigel,Cooper,M,1965-08-05,Ireland,United Kingdom,+447700900533,NN48 8AT,ZZ 452993 T,053135197,0,63.5,1.66,O+,9.1,247.0,masters,9
Derek,Warren,M,1989-11-17,Iran,United Kingdom,07700900117,E28 9ND,ZZ 117254 T,042243317,0,95.2,1.47,A+,9.8,45.6,primary,28
Jake,Clarke,M,2003-02-21,France,United Kingdom,+447700900420,E33 4PX,ZZ948810T,047528765,0,75.2,1.61,AB-,2.3,432.6,phD,23
Danielle,Gallagher,F,1968-08-07,Australia,United Kingdom,+447700900218,L5 9HG,ZZ 73 46 19 T,068652092,0,40.9,1.74,A+,4.7,418.4,secondary,12
Victor,Thompson,M,2002-06-15,Tuvalu,United Kingdom,(07700) 900 282,N23 0GP,ZZ704667T,096646902,0,78.0,1.5,B+,6.1,252.6,masters,2
Oliver,Jackson,M,1971-07-13,Bahrain,United Kingdom,+447700900910,S3 5NJ,ZZ066649T,076761881,0,70.0,1.46,A+,7.5,267.4,bachelor,41
Beverley,Morris,F,1998-03-17,Comoros,United Kingdom,+447700 900416,E8 7TQ,ZZ 248467 T,016788303,0,69.0,1.48,A+,6.6,20.6,primary,45
Shirley,Thomas,F,1989-04-10,Luxembourg,United Kingdom,+44(0)7700 900590,EC81 8XJ,ZZ 165155 T,076740187,0,49.0,1.85,B+,0.7,397.5,masters,37
Kirsty,Garner,F,1990-05-31,Turkmenistan,United Kingdom,07700 900059,FK2 1GU,ZZ553924T,020739474,1,46.7,1.88,O+,7.3,495.5,masters,21
Shannon,Duffy,F,1962-12-23,Latvia,United Kingdom,+44(0)7700 900 206,W8 1BL,ZZ 62 06 34 T,060832823,0,80.9,1.96,B+,7.1,2.0,bachelor,37
Daniel,Watkins,M,2003-07-14,Turkmenistan,United Kingdom,07700 900562,W4A 5FY,ZZ361616T,101822284,0,66.5,1.57,O+,9.1,341.2,other,23
Alexandra,Thompson,F,1985-03-06,Norway,United Kingdom,+447700 900 537,L02 8FJ,ZZ589442T,039881339,0,50.5,1.85,A+,5.8,89.0,secondary,49
Darren,Martin,M,2001-05-25,United States Virgin Islands,United Kingdom,(07700) 900407,WR4V 6JS,ZZ 911294 T,015352594,0,78.2,1.7,O+,0.3,338.4,secondary,44
Joshua,Young,M,1993-08-17,Cayman Islands,United Kingdom,+447700 900961,MK8X 9RH,ZZ 98 46 22 T,018221101,0,39.0,1.71,A+,7.5,27.8,secondary,42
Neil,Wilson,M,1986-05-21,Germany,United Kingdom,07700 900532,SA7P 0TP,ZZ 706692 T,122027275,0,42.3,1.91,O+,2.2,201.0,secondary,21
Charlie,French,M,1985-11-17,Korea,United Kingdom,+447700 900494,W8 6XD,ZZ 45 85 50 T,122999141,0,79.9,1.49,A+,0.6,109.1,primary,36
Gary,Bishop,M,1964-09-27,Israel,United Kingdom,+447700 900434,W42 0ZU,ZZ 11 24 80 T,034206003,0,66.6,1.56,A-,5.9,112.3,secondary,30
John,Cooper,M,1990-11-09,Macao,United Kingdom,(07700)900944,NE2 9GT,ZZ146788T,068567297,0,70.9,1.64,O+,2.3,235.4,masters,9
Joanne,Wright,F,1964-11-22,Saint Lucia,United Kingdom,(07700)900445,G92 0ER,ZZ499131T,124272772,0,66.2,1.78,O+,8.2,93.3,secondary,15
Jane,Miller,F,1979-11-13,Angola,United Kingdom,+447700 900 829,G9T 3SL,ZZ 942330 T,096445381,0,69.5,1.86,O+,9.6,497.6,bachelor,14
